item_id,gt_sample,pde_class,num_method,phys_process,source,condition,corrupted_view,traj_level,names,order_seed,slot_1,slot_2,slot_3,slot_4,outlier_slot,gt_pde_class,gt_num_method,invalidity_note,desc_len_valid,desc_len_wrong,desc_len_delta,code_len_valid,code_len_wrong,code_len_delta,code_blank_runs_valid,code_blank_runs_wrong,traj_shape_valid,traj_shape_swap,render_grid,render_recon_err,flag_render_hard,flag_identity_leak,flag_near_duplicate,needs_exec
NavierStokes_1|X_T_shuf|obfuscated|0,NavierStokes_1,navier-stokes,explicit,advection/diffusion,human,X_T_shuf,trajectory,T_shuf,obfuscated,0,trajectory,math,description,code,1,navier-stokes,explicit,,585,455,-130,3553,3553,0,1,1,10x41x41x2,10x100x1x1,10x10x10x2,0.2378,0,0,0,0
NavierStokes_1|X_T_shuf|obfuscated|1,NavierStokes_1,navier-stokes,explicit,advection/diffusion,human,X_T_shuf,trajectory,T_shuf,obfuscated,1,code,description,trajectory,math,3,navier-stokes,explicit,,585,455,-130,3553,3553,0,1,1,10x41x41x2,10x100x1x1,10x10x10x2,0.2378,0,0,0,0
NavierStokes_1|X_T_shuf|real|0,NavierStokes_1,navier-stokes,explicit,advection/diffusion,human,X_T_shuf,trajectory,T_shuf,real,0,trajectory,math,description,code,1,navier-stokes,explicit,,585,455,-130,3553,3553,0,1,1,10x41x41x2,10x100x1x1,10x10x10x2,0.2378,0,0,0,0
NavierStokes_1|X_T_shuf|real|1,NavierStokes_1,navier-stokes,explicit,advection/diffusion,human,X_T_shuf,trajectory,T_shuf,real,1,code,description,trajectory,math,3,navier-stokes,explicit,,585,455,-130,3553,3553,0,1,1,10x41x41x2,10x100x1x1,10x10x10x2,0.2378,0,0,0,0
NavierStokes_1|X_T_swap|obfuscated|0,NavierStokes_1,navier-stokes,explicit,advection/diffusion,human,X_T_swap,trajectory,T_swap,obfuscated,0,trajectory,description,code,math,1,navier-stokes,explicit,,585,455,-130,3553,3553,0,1,1,10x41x41x2,10x100x1x1,10x10x10x2,0.2378,0,0,0,0
NavierStokes_1|X_T_swap|obfuscated|1,NavierStokes_1,navier-stokes,explicit,advection/diffusion,human,X_T_swap,trajectory,T_swap,obfuscated,1,description,code,trajectory,math,3,navier-stokes,explicit,,585,455,-130,3553,3553,0,1,1,10x41x41x2,10x100x1x1,10x10x10x2,0.2378,0,0,0,0
NavierStokes_1|X_T_swap|real|0,NavierStokes_1,navier-stokes,explicit,advection/diffusion,human,X_T_swap,trajectory,T_swap,real,0,trajectory,description,code,math,1,navier-stokes,explicit,,585,455,-130,3553,3553,0,1,1,10x41x41x2,10x100x1x1,10x10x10x2,0.2378,0,0,0,0
NavierStokes_1|X_T_swap|real|1,NavierStokes_1,navier-stokes,explicit,advection/diffusion,human,X_T_swap,trajectory,T_swap,real,1,description,code,trajectory,math,3,navier-stokes,explicit,,585,455,-130,3553,3553,0,1,1,10x41x41x2,10x100x1x1,10x10x10x2,0.2378,0,0,0,0
NavierStokes_2|A0|obfuscated|0,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,A0,none,valid,obfuscated,0,math,trajectory,code,description,,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|A0|obfuscated|1,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,A0,none,valid,obfuscated,1,trajectory,description,math,code,,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|A0|real|0,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,A0,none,valid,real,0,math,trajectory,code,description,,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|A0|real|1,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,A0,none,valid,real,1,trajectory,description,math,code,,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_C|obfuscated|0,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_C,code,valid,obfuscated,0,description,code,math,trajectory,2,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_C|obfuscated|1,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_C,code,valid,obfuscated,1,description,math,trajectory,code,4,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_C|real|0,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_C,code,valid,real,0,description,code,math,trajectory,2,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_C|real|1,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_C,code,valid,real,1,description,math,trajectory,code,4,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_D|obfuscated|0,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_D,description,valid,obfuscated,0,trajectory,description,code,math,2,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_D|obfuscated|1,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_D,description,valid,obfuscated,1,code,trajectory,math,description,4,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_D|real|0,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_D,description,valid,real,0,trajectory,description,code,math,2,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_D|real|1,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_D,description,valid,real,1,code,trajectory,math,description,4,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_M|obfuscated|0,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_M,math,valid,obfuscated,0,code,math,description,trajectory,2,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_M|obfuscated|1,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_M,math,valid,obfuscated,1,code,trajectory,description,math,4,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_M|real|0,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_M,math,valid,real,0,code,math,description,trajectory,2,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_M|real|1,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_M,math,valid,real,1,code,trajectory,description,math,4,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_T_exec|obfuscated|0,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_T_exec,trajectory,T_exec,obfuscated,0,description,trajectory,code,math,2,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,1
NavierStokes_2|X_T_exec|obfuscated|1,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_T_exec,trajectory,T_exec,obfuscated,1,math,description,code,trajectory,4,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,1
NavierStokes_2|X_T_exec|real|0,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_T_exec,trajectory,T_exec,real,0,description,trajectory,code,math,2,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,1
NavierStokes_2|X_T_exec|real|1,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_T_exec,trajectory,T_exec,real,1,math,description,code,trajectory,4,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,1
NavierStokes_2|X_T_rand|obfuscated|0,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_T_rand,trajectory,T_rand,obfuscated,0,math,trajectory,description,code,2,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_T_rand|obfuscated|1,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_T_rand,trajectory,T_rand,obfuscated,1,math,code,description,trajectory,4,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_T_rand|real|0,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_T_rand,trajectory,T_rand,real,0,math,trajectory,description,code,2,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_T_rand|real|1,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_T_rand,trajectory,T_rand,real,1,math,code,description,trajectory,4,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_T_shuf|obfuscated|0,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_T_shuf,trajectory,T_shuf,obfuscated,0,math,trajectory,code,description,2,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_T_shuf|obfuscated|1,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_T_shuf,trajectory,T_shuf,obfuscated,1,code,math,description,trajectory,4,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_T_shuf|real|0,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_T_shuf,trajectory,T_shuf,real,0,math,trajectory,code,description,2,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_T_shuf|real|1,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_T_shuf,trajectory,T_shuf,real,1,code,math,description,trajectory,4,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_T_swap|obfuscated|0,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_T_swap,trajectory,T_swap,obfuscated,0,code,trajectory,math,description,2,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_T_swap|obfuscated|1,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_T_swap,trajectory,T_swap,obfuscated,1,description,math,code,trajectory,4,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_T_swap|real|0,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_T_swap,trajectory,T_swap,real,0,code,trajectory,math,description,2,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_2|X_T_swap|real|1,NavierStokes_2,navier-stokes,explicit,advection/diffusion,human,X_T_swap,trajectory,T_swap,real,1,description,math,code,trajectory,4,navier-stokes,explicit,,619,402,-217,6459,6459,0,0,0,10x41x41x2,10x32x32x3,10x10x10x2,0.0295,0,0,0,0
NavierStokes_3|A0|obfuscated|0,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,A0,none,valid,obfuscated,0,math,trajectory,description,code,,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|A0|obfuscated|1,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,A0,none,valid,obfuscated,1,math,trajectory,code,description,,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|A0|real|0,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,A0,none,valid,real,0,math,trajectory,description,code,,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|A0|real|1,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,A0,none,valid,real,1,math,trajectory,code,description,,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_C|obfuscated|0,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_C,code,valid,obfuscated,0,description,trajectory,code,math,3,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_C|obfuscated|1,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_C,code,valid,obfuscated,1,code,trajectory,description,math,1,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_C|real|0,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_C,code,valid,real,0,description,trajectory,code,math,3,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_C|real|1,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_C,code,valid,real,1,code,trajectory,description,math,1,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_D|obfuscated|0,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_D,description,valid,obfuscated,0,trajectory,code,description,math,3,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_D|obfuscated|1,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_D,description,valid,obfuscated,1,description,code,trajectory,math,1,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_D|real|0,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_D,description,valid,real,0,trajectory,code,description,math,3,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_D|real|1,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_D,description,valid,real,1,description,code,trajectory,math,1,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_M|obfuscated|0,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_M,math,valid,obfuscated,0,description,code,math,trajectory,3,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_M|obfuscated|1,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_M,math,valid,obfuscated,1,math,description,trajectory,code,1,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_M|real|0,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_M,math,valid,real,0,description,code,math,trajectory,3,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_M|real|1,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_M,math,valid,real,1,math,description,trajectory,code,1,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_T_exec|obfuscated|0,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_T_exec,trajectory,T_exec,obfuscated,0,code,math,trajectory,description,3,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,1
NavierStokes_3|X_T_exec|obfuscated|1,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_T_exec,trajectory,T_exec,obfuscated,1,trajectory,code,description,math,1,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,1
NavierStokes_3|X_T_exec|real|0,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_T_exec,trajectory,T_exec,real,0,code,math,trajectory,description,3,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,1
NavierStokes_3|X_T_exec|real|1,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_T_exec,trajectory,T_exec,real,1,trajectory,code,description,math,1,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,1
NavierStokes_3|X_T_rand|obfuscated|0,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_T_rand,trajectory,T_rand,obfuscated,0,description,math,trajectory,code,3,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_T_rand|obfuscated|1,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_T_rand,trajectory,T_rand,obfuscated,1,trajectory,description,code,math,1,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_T_rand|real|0,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_T_rand,trajectory,T_rand,real,0,description,math,trajectory,code,3,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_T_rand|real|1,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_T_rand,trajectory,T_rand,real,1,trajectory,description,code,math,1,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_T_shuf|obfuscated|0,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_T_shuf,trajectory,T_shuf,obfuscated,0,code,description,trajectory,math,3,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_T_shuf|obfuscated|1,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_T_shuf,trajectory,T_shuf,obfuscated,1,trajectory,math,description,code,1,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_T_shuf|real|0,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_T_shuf,trajectory,T_shuf,real,0,code,description,trajectory,math,3,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_T_shuf|real|1,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_T_shuf,trajectory,T_shuf,real,1,trajectory,math,description,code,1,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_T_swap|obfuscated|0,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_T_swap,trajectory,T_swap,obfuscated,0,description,math,trajectory,code,3,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_T_swap|obfuscated|1,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_T_swap,trajectory,T_swap,obfuscated,1,trajectory,math,code,description,1,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_T_swap|real|0,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_T_swap,trajectory,T_swap,real,0,description,math,trajectory,code,3,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_3|X_T_swap|real|1,NavierStokes_3,navier-stokes,explicit/spectral,advection/diffusion,human,X_T_swap,trajectory,T_swap,real,1,trajectory,math,code,description,1,navier-stokes,explicit/spectral,,581,455,-126,3356,3334,-22,0,0,10x32x32x3,10x50x1x1,10x8x8x3,0.3129,0,1,0,0
NavierStokes_4|A0|obfuscated|0,NavierStokes_4,navier-stokes,explicit/implicit/spectral,advection/diffusion,human,A0,none,valid,obfuscated,0,trajectory,math,code,description,,navier-stokes,explicit/implicit/spectral,,673,434,-239,6149,5907,-242,0,0,10x64x64x1,10x100x1x1,10x14x14x1,0.8907,1,1,0,0
NavierStokes_4|A0|obfuscated|1,NavierStokes_4,navier-stokes,explicit/implicit/spectral,advection/diffusion,human,A0,none,valid,obfuscated,1,code,math,trajectory,description,,navier-stokes,explicit/implicit/spectral,,673,434,-239,6149,5907,-242,0,0,10x64x64x1,10x100x1x1,10x14x14x1,0.8907,1,1,0,0
NavierStokes_4|A0|real|0,NavierStokes_4,navier-stokes,explicit/implicit/spectral,advection/diffusion,human,A0,none,valid,real,0,trajectory,math,code,description,,navier-stokes,explicit/implicit/spectral,,673,434,-239,6149,5907,-242,0,0,10x64x64x1,10x100x1x1,10x14x14x1,0.8907,1,1,0,0
NavierStokes_4|A0|real|1,NavierStokes_4,navier-stokes,explicit/implicit/spectral,advection/diffusion,human,A0,none,valid,real,1,code,math,trajectory,description,,navier-stokes,explicit/implicit/spectral,,673,434,-239,6149,5907,-242,0,0,10x64x64x1,10x100x1x1,10x14x14x1,0.8907,1,1,0,0
NavierStokes_4|X_C|obfuscated|0,NavierStokes_4,navier-stokes,explicit/implicit/spectral,advection/diffusion,human,X_C,code,valid,obfuscated,0,math,trajectory,description,code,4,navier-stokes,explicit/implicit/spectral,,673,434,-239,6149,5907,-242,0,0,10x64x64x1,10x100x1x1,10x14x14x1,0.8907,1,1,0,0
NavierStokes_4|X_C|obfuscated|1,NavierStokes_4,navier-stokes,explicit/implicit/spectral,advection/diffusion,human,X_C,code,valid,obfuscated,1,description,code,math,trajectory,2,navier-stokes,explicit/implicit/spectral,,673,434,-239,6149,5907,-242,0,0,10x64x64x1,10x100x1x1,10x14x14x1,0.8907,1,1,0,0
NavierStokes_4|X_C|real|0,NavierStokes_4,navier-stokes,explicit/implicit/spectral,advection/diffusion,human,X_C,code,valid,real,0,math,trajectory,description,code,4,navier-stokes,explicit/implicit/spectral,,673,434,-239,6149,5907,-242,0,0,10x64x64x1,10x100x1x1,10x14x14x1,0.8907,1,1,0,0
NavierStokes_4|X_C|real|1,NavierStokes_4,navier-stokes,explicit/implicit/spectral,advection/diffusion,human,X_C,code,valid,real,1,description,code,math,trajectory,2,navier-stokes,explicit/implicit/spectral,,673,434,-239,6149,5907,-242,0,0,10x64x64x1,10x100x1x1,10x14x14x1,0.8907,1,1,0,0
NavierStokes_4|X_D|obfuscated|0,NavierStokes_4,navier-stokes,explicit/implicit/spectral,advection/diffusion,human,X_D,description,valid,obfuscated,0,code,math,trajectory,description,4,navier-stokes,explicit/implicit/spectral,,673,434,-239,6149,5907,-242,0,0,10x64x64x1,10x100x1x1,10x14x14x1,0.8907,1,1,0,0
NavierStokes_4|X_D|obfuscated|1,NavierStokes_4,navier-stokes,explicit/implicit/spectral,advection/diffusion,human,X_D,description,valid,obfuscated,1,math,description,code,trajectory,2,navier-stokes,explicit/implicit/spectral,,673,434,-239,6149,5907,-242,0,0,10x64x64x1,10x100x1x1,10x14x14x1,0.8907,1,1,0,0
NavierStokes_4|X_D|real|0,NavierStokes_4,navier-stokes,explicit/implicit/spectral,advection/diffusion,human,X_D,description,valid,real,0,code,math,trajectory,description,4,navier-stokes,explicit/implicit/spectral,,673,434,-239,6149,5907,-242,0,0,10x64x64x1,10x100x1x1,10x14x14x1,0.8907,1,1,0,0
NavierStokes_4|X_D|real|1,NavierStokes_4,navier-stokes,explicit/implicit/spectral,advection/diffusion,human,X_D,description,valid,real,1,math,description,code,trajectory,2,navier-stokes,explicit/implicit/spectral,,673,434,-239,6149,5907,-242,0,0,10x64x64x1,10x100x1x1,10x14x14x1,0.8907,1,1,0,0
NavierStokes_4|X_M|obfuscated|0,NavierStokes_4,navier-stokes,explicit/implicit/spectral,advection/diffusion,human,X_M,math,valid,obfuscated,0,description,code,trajectory,math,4,navier-stokes,explicit/implicit/spectral,,673,434,-239,6149,5907,-242,0,0,10x64x64x1,10x100x1x1,10x14x14x1,0.8907,1,1,0,0
NavierStokes_4|X_M|obfuscated|1,NavierStokes_4,navier-stokes,explicit/implicit/spectral,advection/diffusion,human,X_M,math,valid,obfuscated,1,trajectory,math,description,code,2,navier-stokes,explicit/implicit/spectral,,673,434,-239,6149,5907,-242,0,0,10x64x64x1,10x100x1x1,10x14x14x1,0.8907,1,1,0,0
NavierStokes_4|X_M|real|0,NavierStokes_4,navier-stokes,explicit/implicit/spectral,advection/diffusion,human,X_M,math,valid,real,0,description,code,trajectory,math,4,navier-stokes,explicit/implicit/spectral,,673,434,-239,6149,5907,-242,0,0,10x64x64x1,10x100x1x1,10x14x14x1,0.8907,1,1,0,0
NavierStokes_4|X_M|real|1,NavierStokes_4,navier-stokes,explicit/implicit/spectral,advection/diffusion,human,X_M,math,valid,real,1,trajectory,math,description,code,2,navier-stokes,explicit/implicit/spectral,,673,434,-239,6149,5907,-242,0,0,10x64x64x1,10x100x1x1,10x14x14x1,0.8907,1,1,0,0
