model,title,pde_class,mod_type,question_type,candidate,letters,correct_letter,logprob_A,logprob_B,logprob_C,logprob_D,predicted_letter,correct,logprob_correct,margin,entropy,finish_reason
google/gemma-3-27b-it,Heat_NoComm_Valid_2,heat,NoComm_Valid,num_method,explicit,"{""A"": ""Yes"", ""B"": ""No""}",A,-16.0,-1.1920928244535389e-07,,,B,False,-16.0,-15.999999880790718,1.9130959758692462e-06,length
google/gemma-3-27b-it,Heat_NoComm_Valid_2,heat,NoComm_Valid,num_method,implicit,"{""A"": ""Yes"", ""B"": ""No""}",B,-1.9073468138230965e-06,-13.250001907348633,,,A,False,-13.250001907348633,-13.25000000000182,2.508489033937445e-05,length
google/gemma-3-27b-it,Heat_NoComm_Valid_2,heat,NoComm_Valid,num_method,spectral,"{""A"": ""No"", ""B"": ""Yes""}",A,-6.198863957251888e-06,-12.000005722045898,,,A,True,-6.198863957251888e-06,11.99999952318194,7.987432185997716e-05,length
google/gemma-3-27b-it,Heat_NoComm_Valid_2,heat,NoComm_Valid,phys_valid,valid,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.0086147580295801,-4.758614540100098,,,A,False,-4.758614540100098,-4.7499997820705175,0.0493575482782608,length
google/gemma-3-27b-it,Heat_NoComm_Valid_3,heat,NoComm_Valid,pde_class,,"{""A"": ""burgers"", ""B"": ""heat"", ""C"": ""navier-stokes"", ""D"": ""wave""}",B,-19.0,-1.1920928244535389e-07,-18.75,-17.875,B,True,-1.1920928244535389e-07,17.874999880790718,5.798776082508996e-07,length
google/gemma-3-27b-it,Heat_NoComm_Valid_3,heat,NoComm_Valid,phys_process,advection,"{""A"": ""Yes"", ""B"": ""No""}",B,-14.250004768371582,-4.6491513785440475e-06,,,B,True,-4.6491513785440475e-06,14.250000119220203,9.875817782219292e-06,length
google/gemma-3-27b-it,Heat_NoComm_Valid_3,heat,NoComm_Valid,phys_process,diffusion,"{""A"": ""No"", ""B"": ""Yes""}",B,-15.750000953674316,-1.1920922133867862e-06,,,B,True,-1.1920922133867862e-06,15.749999761582105,2.42034011558498e-06,length
google/gemma-3-27b-it,Heat_NoComm_Valid_3,heat,NoComm_Valid,phys_process,oscillation,"{""A"": ""Yes"", ""B"": ""No""}",B,-5.255234241485596,-0.0052341092377901,,,B,True,-0.0052341092377901,5.250000132247806,0.0326394544355059,length
google/gemma-3-27b-it,Heat_NoComm_Valid_3,heat,NoComm_Valid,phys_process,restoration,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.000158416602062,-8.750158309936523,,,A,True,-0.000158416602062,8.749999893334461,0.0015447658344419,length
google/gemma-3-27b-it,Heat_NoComm_Valid_3,heat,NoComm_Valid,num_method,explicit,"{""A"": ""Yes"", ""B"": ""No""}",A,-15.25,-3.576278118089249e-07,,,B,False,-15.25,-15.249999642372188,3.871349115034575e-06,length
google/gemma-3-27b-it,Heat_NoComm_Valid_3,heat,NoComm_Valid,num_method,implicit,"{""A"": ""No"", ""B"": ""Yes""}",B,-14.000000953674316,-1.0728830375228426e-06,,,B,True,-1.0728830375228426e-06,13.99999988079128,1.2472920148468284e-05,length
google/gemma-3-27b-it,Heat_NoComm_Valid_3,heat,NoComm_Valid,num_method,spectral,"{""A"": ""No"", ""B"": ""Yes""}",A,-3.576272320060525e-06,-12.625003814697266,,,A,True,-3.576272320060525e-06,12.625000238424946,4.480919952541772e-05,length
google/gemma-3-27b-it,Heat_NoComm_Valid_3,heat,NoComm_Valid,phys_valid,valid,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.0019288521725684,-6.251928806304932,,,A,False,-6.251928806304932,-6.249999954132363,0.0139706853992942,length
google/gemma-3-27b-it,Heat_NoComm_Valid_4,heat,NoComm_Valid,pde_class,,"{""A"": ""burgers"", ""B"": ""wave"", ""C"": ""navier-stokes"", ""D"": ""heat""}",D,-16.5,-18.0,-18.375,-1.1920928244535389e-07,D,True,-1.1920928244535389e-07,16.499999880790718,1.68665215173959e-06,length
google/gemma-3-27b-it,Heat_NoComm_Valid_4,heat,NoComm_Valid,phys_process,advection,"{""A"": ""Yes"", ""B"": ""No""}",B,-14.000000953674316,-1.1920922133867862e-06,,,B,True,-1.1920922133867862e-06,13.999999761582105,1.2472921536134343e-05,length
google/gemma-3-27b-it,Heat_NoComm_Valid_4,heat,NoComm_Valid,phys_process,diffusion,"{""A"": ""Yes"", ""B"": ""No""}",A,-2.7418097943154862e-06,-13.12500286102295,,,A,True,-2.7418097943154862e-06,13.125000119213157,2.817555418494668e-05,length
google/gemma-3-27b-it,Heat_NoComm_Valid_4,heat,NoComm_Valid,phys_process,oscillation,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.000158416602062,-8.750158309936523,,,A,True,-0.000158416602062,8.749999893334461,0.0015447658344419,length
google/gemma-3-27b-it,Heat_NoComm_Valid_4,heat,NoComm_Valid,phys_process,restoration,"{""A"": ""Yes"", ""B"": ""No""}",B,-11.750008583068848,-8.34461570775602e-06,,,B,True,-8.34461570775602e-06,11.75000023845314,0.000100588104991,length
google/gemma-3-27b-it,Heat_NoComm_Valid_4,heat,NoComm_Valid,num_method,explicit,"{""A"": ""Yes"", ""B"": ""No""}",A,-3.576278118089249e-07,-14.75,,,A,True,-3.576278118089249e-07,14.749999642372188,6.186382803368319e-06,length
google/gemma-3-27b-it,Heat_NoComm_Valid_4,heat,NoComm_Valid,num_method,implicit,"{""A"": ""No"", ""B"": ""Yes""}",B,-6.251928806304932,-0.0019287331961095,,,B,True,-0.0019287331961095,6.250000073108822,0.0139706839693292,length
google/gemma-3-27b-it,Heat_NoComm_Valid_4,heat,NoComm_Valid,num_method,spectral,"{""A"": ""No"", ""B"": ""Yes""}",A,-1.1920928244535389e-07,-16.0,,,A,True,-1.1920928244535389e-07,15.999999880790718,1.9130959758692462e-06,length
google/gemma-3-27b-it,Heat_NoComm_Valid_4,heat,NoComm_Valid,phys_valid,valid,"{""A"": ""Yes"", ""B"": ""No""}",A,-6.002476215362549,-0.0024760086089372,,,B,False,-6.002476215362549,-6.000000206753612,0.0173114210157812,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_1,burgers,NoComm_Valid,pde_class,,"{""A"": ""navier-stokes"", ""B"": ""heat"", ""C"": ""wave"", ""D"": ""burgers""}",D,-16.125,-16.5,-18.875,-5.960462772236497e-07,D,True,-5.960462772236497e-07,16.124999403953723,3.0213772061699132e-06,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_1,burgers,NoComm_Valid,phys_process,advection,"{""A"": ""No"", ""B"": ""Yes""}",B,-9.500078201293944,-7.86750388215296e-05,,,B,True,-7.86750388215296e-05,9.499999526255124,0.000785888524806,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_1,burgers,NoComm_Valid,phys_process,diffusion,"{""A"": ""Yes"", ""B"": ""No""}",A,-9.750059127807615,-5.9126061387360096e-05,,,B,False,-9.750059127807615,-9.75000000174623,0.0006266328018668,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_1,burgers,NoComm_Valid,phys_process,oscillation,"{""A"": ""No"", ""B"": ""Yes""}",A,-6.751181125640869,-0.0011812621960416,,,B,False,-6.751181125640869,-6.7499998634448275,0.0090643900397117,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_1,burgers,NoComm_Valid,phys_process,restoration,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.000261749344645,-8.250261306762695,,,A,True,-0.000261749344645,8.24999955741805,0.002416045519203,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_1,burgers,NoComm_Valid,num_method,explicit,"{""A"": ""Yes"", ""B"": ""No""}",A,-1.313261866569519,-0.3132618367671966,,,B,False,-1.313261866569519,-1.0000000298023224,0.5822031030267257,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_1,burgers,NoComm_Valid,num_method,implicit,"{""A"": ""No"", ""B"": ""Yes""}",A,-6.501503944396973,-0.00150400493294,,,B,False,-6.501503944396973,-6.499999939464033,0.0112599954163488,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_1,burgers,NoComm_Valid,num_method,spectral,"{""A"": ""No"", ""B"": ""Yes""}",A,-3.576278118089249e-07,-16.875,,,A,True,-3.576278118089249e-07,16.874999642372188,8.385438137972549e-07,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_1,burgers,NoComm_Valid,phys_valid,valid,"{""A"": ""Yes"", ""B"": ""No""}",A,-12.500004768371582,-4.410734163684538e-06,,,B,False,-12.500004768371582,-12.500000357637418,5.030961862076744e-05,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_2,burgers,NoComm_Valid,pde_class,,"{""A"": ""navier-stokes"", ""B"": ""wave"", ""C"": ""burgers"", ""D"": ""heat""}",C,-21.0,-19.0,0.0,-20.625,C,True,0.0,19.0,1.525914734401753e-07,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_2,burgers,NoComm_Valid,phys_process,advection,"{""A"": ""No"", ""B"": ""Yes""}",B,-12.250004768371582,-5.245195097813848e-06,,,B,True,-5.245195097813848e-06,12.249999523176484,6.340253945601678e-05,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_2,burgers,NoComm_Valid,phys_process,diffusion,"{""A"": ""No"", ""B"": ""Yes""}",B,-4.768360213347478e-06,-12.250004768371582,,,A,False,-12.250004768371582,-12.250000000011369,6.340251150527889e-05,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_2,burgers,NoComm_Valid,phys_process,oscillation,"{""A"": ""No"", ""B"": ""Yes""}",A,-6.7511701583862305,-0.0011703077470883,,,B,False,-6.7511701583862305,-6.749999850639142,0.0090643901406841,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_2,burgers,NoComm_Valid,phys_process,restoration,"{""A"": ""No"", ""B"": ""Yes""}",A,-2.384185506798531e-07,-15.25,,,A,True,-2.384185506798531e-07,15.24999976158145,3.871348681912194e-06,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_2,burgers,NoComm_Valid,num_method,explicit,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.0005529781919904,-7.500553131103516,,,A,False,-7.500553131103516,-7.500000152911525,0.0046987706166914,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_2,burgers,NoComm_Valid,num_method,implicit,"{""A"": ""Yes"", ""B"": ""No""}",B,-11.25001335144043,-1.3112935448589267e-05,,,B,True,-1.3112935448589267e-05,11.25000023850498,0.0001593373714076,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_2,burgers,NoComm_Valid,num_method,spectral,"{""A"": ""No"", ""B"": ""Yes""}",A,0.0,-20.75,,,A,True,0.0,20.75,2.117423623906911e-08,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_2,burgers,NoComm_Valid,phys_valid,valid,"{""A"": ""No"", ""B"": ""Yes""}",B,-7.497983460780233e-05,-9.500075340270996,,,A,False,-9.500075340270996,-9.500000360436388,0.0007858879317149,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_3,burgers,NoComm_Valid,pde_class,,"{""A"": ""burgers"", ""B"": ""heat"", ""C"": ""wave"", ""D"": ""navier-stokes""}",A,-1.1920928244535389e-07,-16.75,,-18.25,A,True,-1.1920928244535389e-07,16.749999880790718,1.1718755034987518e-06,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_3,burgers,NoComm_Valid,phys_process,advection,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.000159846880706,-8.750160217285156,,,A,True,-0.000159846880706,8.75000037040445,0.0015447651731767,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_3,burgers,NoComm_Valid,phys_process,diffusion,"{""A"": ""Yes"", ""B"": ""No""}",A,-15.750000953674316,-5.960462772236497e-07,,,B,False,-15.750000953674316,-15.75000035762804,2.420338759052071e-06,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_3,burgers,NoComm_Valid,phys_process,oscillation,"{""A"": ""Yes"", ""B"": ""No""}",B,-0.0004329936055,-7.750432968139648,,,A,False,-7.750432968139648,-7.749999974534148,0.0037674672608428,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_3,burgers,NoComm_Valid,phys_process,restoration,"{""A"": ""No"", ""B"": ""Yes""}",A,-4.768370445162873e-07,-14.5,,,A,True,-4.768370445162873e-07,14.499999523162955,7.817386441406437e-06,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_3,burgers,NoComm_Valid,num_method,explicit,"{""A"": ""Yes"", ""B"": ""No""}",A,-15.000000953674316,-5.960462772236497e-07,,,B,False,-15.000000953674316,-15.00000035762804,4.894432036633525e-06,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_3,burgers,NoComm_Valid,num_method,implicit,"{""A"": ""Yes"", ""B"": ""No""}",B,-12.000006675720217,-6.6756979322235566e-06,,,B,True,-6.6756979322235566e-06,12.000000000022284,7.987428670259617e-05,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_3,burgers,NoComm_Valid,num_method,spectral,"{""A"": ""No"", ""B"": ""Yes""}",A,0.0,-19.125,,,A,True,0.0,19.125,9.950506592213649e-08,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_3,burgers,NoComm_Valid,phys_valid,valid,"{""A"": ""No"", ""B"": ""Yes""}",B,-2.276871418871451e-05,-10.750022888183594,,,A,False,-10.750022888183594,-10.750000119469403,0.0002519783443509,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_4,burgers,NoComm_Valid,pde_class,,"{""A"": ""navier-stokes"", ""B"": ""wave"", ""C"": ""heat"", ""D"": ""burgers""}",D,-17.0,-16.375,-17.75,-4.768370445162873e-07,D,True,-4.768370445162873e-07,16.374999523162955,2.455710391227817e-06,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_4,burgers,NoComm_Valid,phys_process,advection,"{""A"": ""Yes"", ""B"": ""No""}",A,-7.000913143157959,-0.0009129646932706,,,B,False,-7.000913143157959,-7.000000178464688,0.0072888236754824,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_4,burgers,NoComm_Valid,phys_process,diffusion,"{""A"": ""No"", ""B"": ""Yes""}",B,-1.4305104514278355e-06,-13.500000953674316,,,A,False,-13.500000953674316,-13.499999523163863,1.9878887264561063e-05,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_4,burgers,NoComm_Valid,phys_process,oscillation,"{""A"": ""No"", ""B"": ""Yes""}",A,-8.500205039978027,-0.0002046614099526,,,B,False,-8.500205039978027,-8.500000378568075,0.0019325763291388,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_4,burgers,NoComm_Valid,phys_process,restoration,"{""A"": ""No"", ""B"": ""Yes""}",A,-6.198863957251888e-06,-12.000005722045898,,,A,True,-6.198863957251888e-06,11.99999952318194,7.987432185997716e-05,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_4,burgers,NoComm_Valid,num_method,explicit,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.0001250427303602,-9.00012493133545,,,A,False,-9.00012493133545,-8.999999888605089,0.0012339534952938,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_4,burgers,NoComm_Valid,num_method,implicit,"{""A"": ""Yes"", ""B"": ""No""}",B,-10.500028610229492,-2.8967437174287625e-05,,,B,True,-2.8967437174287625e-05,10.499999642792318,0.0003166609282065,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_4,burgers,NoComm_Valid,num_method,spectral,"{""A"": ""Yes"", ""B"": ""No""}",B,-18.75,0.0,,,B,True,0.0,18.75,1.4208212653272408e-07,length
google/gemma-3-27b-it,Burgers_NoComm_Valid_4,burgers,NoComm_Valid,phys_valid,valid,"{""A"": ""Yes"", ""B"": ""No""}",A,-13.00000286102295,-2.7418097943154862e-06,,,B,False,-13.00000286102295,-13.000000119213157,3.1644537222179804e-05,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_1,navier-stokes,Comm_Valid,pde_class,,"{""A"": ""heat"", ""B"": ""navier-stokes"", ""C"": ""burgers"", ""D"": ""wave""}",B,-19.875,0.0,-21.5,-22.375,B,True,0.0,19.875,6.358077152448577e-08,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_1,navier-stokes,Comm_Valid,phys_process,advection,"{""A"": ""Yes"", ""B"": ""No""}",A,-1.966933996300213e-05,-10.875020027160645,,,A,True,-1.966933996300213e-05,10.875000357820682,0.0002247362388626,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_1,navier-stokes,Comm_Valid,phys_process,diffusion,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.0110477432608604,-4.511047840118408,,,A,True,-0.0110477432608604,4.500000096857548,0.0604889819481197,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_1,navier-stokes,Comm_Valid,phys_process,oscillation,"{""A"": ""Yes"", ""B"": ""No""}",B,-1.3132619857788086,-0.3132619857788086,-21.438262939453125,,B,True,-0.3132619857788086,1.0,0.582203108886218,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_1,navier-stokes,Comm_Valid,phys_process,restoration,"{""A"": ""Yes"", ""B"": ""No""}",B,-0.0141634494066238,-4.264163494110107,-24.014163970947266,,A,False,-4.264163494110107,-4.250000044703484,0.0739338692289298,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_1,navier-stokes,Comm_Valid,num_method,explicit,"{""A"": ""Yes"", ""B"": ""No""}",A,-8.344646857949556e-07,-15.750000953674316,,,A,True,-8.344646857949556e-07,15.75000011920963,2.420339301620814e-06,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_1,navier-stokes,Comm_Valid,num_method,implicit,"{""A"": ""No"", ""B"": ""Yes""}",B,-11.50001049041748,-1.060957038134802e-05,,,B,True,-1.060957038134802e-05,11.4999998808471,0.0001266249504501,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_1,navier-stokes,Comm_Valid,num_method,spectral,"{""A"": ""No"", ""B"": ""Yes""}",A,0.0,-17.625,,,A,True,0.0,17.625,4.127184882457276e-07,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_1,navier-stokes,Comm_Valid,phys_valid,valid,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.0019287331961095,-6.251928806304932,-20.751928329467773,,A,False,-6.251928806304932,-6.250000073108822,0.0139706839693292,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_2,navier-stokes,Comm_Valid,pde_class,,"{""A"": ""wave"", ""B"": ""navier-stokes"", ""C"": ""heat"", ""D"": ""burgers""}",B,-22.25,0.0,-20.875,-22.375,B,True,0.0,20.875,2.8323681183698623e-08,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_2,navier-stokes,Comm_Valid,phys_process,advection,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.0009126074146479,-7.000912666320801,,,A,True,-0.0009126074146479,7.000000058906153,0.0072888244372553,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_2,navier-stokes,Comm_Valid,phys_process,diffusion,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.3868712782859802,-1.136871337890625,,,A,True,-0.3868712782859802,0.7500000596046448,0.6274869719906897,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_2,navier-stokes,Comm_Valid,phys_process,oscillation,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.0040784049779176,-5.504078388214111,,,A,True,-0.0040784049779176,5.499999983236194,0.0264642010797424,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_2,navier-stokes,Comm_Valid,phys_process,restoration,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.0024756519123911,-6.002475738525391,,,A,False,-6.002475738525391,-6.000000086612999,0.0173114227937485,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_2,navier-stokes,Comm_Valid,num_method,explicit,"{""A"": ""Yes"", ""B"": ""No""}",A,-1.549719513604941e-06,-15.000001907348633,,,A,True,-1.549719513604941e-06,15.00000035762912,4.894432036628899e-06,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_2,navier-stokes,Comm_Valid,num_method,implicit,"{""A"": ""Yes"", ""B"": ""No""}",A,-7.652943895664066e-05,-9.500076293945312,,,A,True,-7.652943895664066e-05,9.499999764506356,0.0007858883554127,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_2,navier-stokes,Comm_Valid,num_method,spectral,"{""A"": ""No"", ""B"": ""Yes""}",A,0.0,-19.0,,,A,True,0.0,19.0,1.1205392829283208e-07,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_2,navier-stokes,Comm_Valid,phys_valid,valid,"{""A"": ""Yes"", ""B"": ""No""}",A,-12.000005722045898,-6.198863957251888e-06,,-24.2500057220459,B,False,-12.000005722045898,-11.99999952318194,7.987432185997716e-05,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_3,navier-stokes,Comm_Valid,pde_class,,"{""A"": ""heat"", ""B"": ""burgers"", ""C"": ""navier-stokes"", ""D"": ""wave""}",C,-22.0,,0.0,-21.75,C,True,0.0,21.75,1.4561256436426794e-08,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_3,navier-stokes,Comm_Valid,phys_process,advection,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.0007099968497641,-7.2507100105285645,,,A,True,-0.0007099968497641,7.2500000136788,0.0058550326554896,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_3,navier-stokes,Comm_Valid,phys_process,diffusion,"{""A"": ""No"", ""B"": ""Yes""}",B,-2.8119935989379883,-0.0619934983551502,-24.311992645263672,,B,True,-0.0619934983551502,2.750000100582838,0.2272058613582323,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_3,navier-stokes,Comm_Valid,phys_process,oscillation,"{""A"": ""No"", ""B"": ""Yes""}",A,-9.7500581741333,-5.8530047681415454e-05,,,B,False,-9.7500581741333,-9.74999964408562,0.0006266330051275,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_3,navier-stokes,Comm_Valid,phys_process,restoration,"{""A"": ""No"", ""B"": ""Yes""}",A,-2.753696753643453e-05,-10.500027656555176,,,A,True,-2.753696753643453e-05,10.50000011958764,0.0003166607903569,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_3,navier-stokes,Comm_Valid,num_method,explicit,"{""A"": ""No"", ""B"": ""Yes""}",B,-13.500000953674316,-1.4305104514278355e-06,,,B,True,-1.4305104514278355e-06,13.499999523163863,1.9878887264561063e-05,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_3,navier-stokes,Comm_Valid,num_method,implicit,"{""A"": ""No"", ""B"": ""Yes""}",A,-1.1920928244535389e-07,-15.75,,,A,True,-1.1920928244535389e-07,15.749999880790718,2.420339844190745e-06,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_3,navier-stokes,Comm_Valid,num_method,spectral,"{""A"": ""Yes"", ""B"": ""No""}",A,0.0,-18.25,,,A,True,0.0,18.25,2.2832456030420658e-07,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_3,navier-stokes,Comm_Valid,phys_valid,valid,"{""A"": ""No"", ""B"": ""Yes""}",B,-4.758614540100098,-0.0086147580295801,,,B,True,-0.0086147580295801,4.7499997820705175,0.0493575482782608,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_4,navier-stokes,Comm_Valid,pde_class,,"{""A"": ""navier-stokes"", ""B"": ""heat"", ""C"": ""wave"", ""D"": ""burgers""}",A,0.0,-19.5,,-19.375,A,True,0.0,19.375,1.481203563747408e-07,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_4,navier-stokes,Comm_Valid,phys_process,advection,"{""A"": ""No"", ""B"": ""Yes""}",B,-11.750007629394531,-7.986990567587782e-06,,,B,True,-7.986990567587782e-06,11.749999642403964,0.0001005881602436,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_4,navier-stokes,Comm_Valid,phys_process,diffusion,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.2014133334159851,-1.70141339302063,-25.576414108276367,,A,True,-0.2014133334159851,1.5000000596046448,0.4750515503555549,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_4,navier-stokes,Comm_Valid,phys_process,oscillation,"{""A"": ""No"", ""B"": ""Yes""}",A,-11.25001335144043,-1.2993727978027891e-05,,,B,False,-11.25001335144043,-11.250000357712452,0.0001593373539643,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_4,navier-stokes,Comm_Valid,phys_process,restoration,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.0002034695498878,-8.500203132629395,,,A,False,-8.500203132629395,-8.499999663079507,0.0019325775660594,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_4,navier-stokes,Comm_Valid,num_method,explicit,"{""A"": ""No"", ""B"": ""Yes""}",B,-9.250096321105955,-9.60780744208023e-05,-23.50009536743164,,B,True,-9.60780744208023e-05,9.250000243031536,0.0009850541589812,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_4,navier-stokes,Comm_Valid,num_method,implicit,"{""A"": ""Yes"", ""B"": ""No""}",A,-1.9073468138230965e-06,-13.250001907348633,,,A,True,-1.9073468138230965e-06,13.25000000000182,2.508489033937445e-05,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_4,navier-stokes,Comm_Valid,num_method,spectral,"{""A"": ""Yes"", ""B"": ""No""}",A,-3.576278118089249e-07,-14.75,,,A,True,-3.576278118089249e-07,14.749999642372188,6.186382803368319e-06,length
google/gemma-3-27b-it,NavierStokes_Comm_Valid_4,navier-stokes,Comm_Valid,phys_valid,valid,"{""A"": ""Yes"", ""B"": ""No""}",A,-8.000335693359375,-0.0003353986830916,-23.000335693359375,-23.125335693359375,B,False,-8.000335693359375,-8.000000294676283,0.003018206624335,length
google/gemma-3-27b-it,NavierStokes_NoComm_Valid_1,navier-stokes,NoComm_Valid,pde_class,,"{""A"": ""heat"", ""B"": ""wave"", ""C"": ""burgers"", ""D"": ""navier-stokes""}",D,-16.5,-18.875,-20.0,-1.1920928244535389e-07,D,True,-1.1920928244535389e-07,16.499999880790718,1.363943271427811e-06,length
google/gemma-3-27b-it,NavierStokes_NoComm_Valid_1,navier-stokes,NoComm_Valid,phys_process,advection,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.0002050189650617,-8.500205039978027,,,A,True,-0.0002050189650617,8.500000021012966,0.001932576947272,length
google/gemma-3-27b-it,NavierStokes_NoComm_Valid_1,navier-stokes,NoComm_Valid,phys_process,diffusion,"{""A"": ""No"", ""B"": ""Yes""}",B,-11.000018119812012,-1.811964830267243e-05,,,B,True,-1.811964830267243e-05,11.000000000163707,0.0002004171996173,length
google/gemma-3-27b-it,NavierStokes_NoComm_Valid_1,navier-stokes,NoComm_Valid,phys_process,oscillation,"{""A"": ""Yes"", ""B"": ""No""}",B,-0.1602244079113006,-1.910224437713623,,,A,False,-1.910224437713623,-1.7500000298023224,0.4193067404133921,length
google/gemma-3-27b-it,NavierStokes_NoComm_Valid_1,navier-stokes,NoComm_Valid,phys_process,restoration,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.0024756519123911,-6.002475738525391,-24.50247573852539,,A,True,-0.0024756519123911,6.000000086612999,0.0173114227937485,length
google/gemma-3-27b-it,NavierStokes_NoComm_Valid_1,navier-stokes,NoComm_Valid,num_method,explicit,"{""A"": ""No"", ""B"": ""Yes""}",B,-11.50001049041748,-1.0251946150674485e-05,,,B,True,-1.0251946150674485e-05,11.50000023847133,0.0001266249087893,length
google/gemma-3-27b-it,NavierStokes_NoComm_Valid_1,navier-stokes,NoComm_Valid,num_method,implicit,"{""A"": ""No"", ""B"": ""Yes""}",B,-13.00000286102295,-2.7418097943154862e-06,,,B,True,-2.7418097943154862e-06,13.000000119213157,3.1644537222179804e-05,length
google/gemma-3-27b-it,NavierStokes_NoComm_Valid_1,navier-stokes,NoComm_Valid,num_method,spectral,"{""A"": ""No"", ""B"": ""Yes""}",A,-2.384185506798531e-07,-15.375,,,A,True,-2.384185506798531e-07,15.37499976158145,3.4427335022537815e-06,length
